T_inlet,T_initial,V_initial,Time_step,Temperature
300,294,0.055,420,294
300,294,0.055,480,294
300,294,0.055,540,294
300,294,0.055,600,294
300,294,0.055,660,294
300,294,0.055,720,294
300,294,0.055,780,294.001
300,294,0.055,840,294.003
300,294,0.055,900,294.011
300,294,0.055,960,294.026
300,294,0.055,1020,294.05
300,294,0.055,1080,294.083
300,294,0.055,1140,294.123
300,294,0.055,1200,294.171
300,294,0.055,1260,294.222
300,294,0.055,1320,294.278
300,294,0.055,1380,294.339
300,294,0.055,1440,294.401
300,294,0.055,1500,294.464
300,294,0.055,1560,294.529
300,294,0.055,1620,294.594
300,294,0.055,1680,294.66
300,294,0.055,1740,294.725
300,294,0.055,1800,294.789
300,294,0.055,1860,294.853
300,294,0.055,1920,294.917
300,294,0.055,1980,294.98
300,294,0.055,2040,295.042
300,294,0.055,2100,295.103
300,294,0.055,2160,295.164
300,294,0.055,2220,295.224
300,294,0.055,2280,295.284
300,294,0.055,2340,295.344
300,294,0.055,2400,295.402
300,294,0.055,2460,295.46
300,294,0.055,2520,295.517
300,294,0.06,60,294
300,294,0.06,120,294
300,294,0.06,180,294
300,294,0.06,240,294
300,294,0.06,300,294
300,294,0.06,360,294
300,294,0.06,420,294
300,294,0.06,480,294
300,294,0.06,540,294
300,294,0.06,600,294
300,294,0.06,660,294
300,294,0.06,720,294
300,294,0.06,780,294.002
300,294,0.06,840,294.007
300,294,0.06,900,294.02
300,294,0.06,960,294.043
300,294,0.06,1020,294.078
300,294,0.06,1080,294.121
300,294,0.06,1140,294.173
300,294,0.06,1200,294.229
300,294,0.06,1260,294.291
300,294,0.06,1320,294.358
300,294,0.06,1380,294.425
300,294,0.06,1440,294.496
300,294,0.06,1500,294.567
300,294,0.06,1560,294.64
300,294,0.06,1620,294.711
300,294,0.06,1680,294.783
300,294,0.06,1740,294.852
300,294,0.06,1800,294.922
300,294,0.06,1860,294.99
300,294,0.06,1920,295.059
300,294,0.06,1980,295.126
300,294,0.06,2040,295.192
300,294,0.06,2100,295.258
300,294,0.06,2160,295.324
300,294,0.06,2220,295.388
300,294,0.06,2280,295.451
300,294,0.06,2340,295.514
300,294,0.06,2400,295.576
300,294,0.06,2460,295.637
300,294,0.06,2520,295.697
300,295,0.04,60,295
300,295,0.04,120,295
300,295,0.04,180,295
300,295,0.04,240,295
300,295,0.04,300,295
300,295,0.04,360,295
300,295,0.04,420,295
300,295,0.04,480,295
300,295,0.04,540,295
300,295,0.04,600,295
300,295,0.04,660,295
300,295,0.04,720,295
300,295,0.04,780,295
300,295,0.04,840,295.001
300,295,0.04,900,295.001
300,295,0.04,960,295.002
300,295,0.04,1020,295.004
300,295,0.04,1080,295.009
300,295,0.04,1140,295.019
300,295,0.04,1200,295.033
300,295,0.04,1260,295.053
300,295,0.04,1320,295.077
300,295,0.04,1380,295.105
300,295,0.04,1440,295.136
300,295,0.04,1500,295.169
300,295,0.04,1560,295.204
300,295,0.04,1620,295.241
300,295,0.04,1680,295.278
300,295,0.04,1740,295.315
300,295,0.04,1800,295.354
300,295,0.04,1860,295.392
300,295,0.04,1920,295.431
300,295,0.04,1980,295.47
300,295,0.04,2040,295.508
300,295,0.04,2100,295.547
300,295,0.04,2160,295.586
300,295,0.04,2220,295.624
300,295,0.04,2280,295.662
300,295,0.04,2340,295.701
300,295,0.04,2400,295.739
300,295,0.04,2460,295.777
300,295,0.04,2520,295.814
300,295,0.045,60,295
300,295,0.045,120,295
300,295,0.045,180,295
300,295,0.045,240,295
300,295,0.045,300,295
300,295,0.045,360,295
300,295,0.045,420,295
300,295,0.045,480,295
300,295,0.045,540,295
300,295,0.045,600,295
300,295,0.045,660,295
300,295,0.045,720,295
300,295,0.045,780,295
300,295,0.045,840,295.001
300,295,0.045,900,295.002
300,295,0.045,960,295.004
300,295,0.045,1020,295.009
300,295,0.045,1080,295.02
300,295,0.045,1140,295.037
300,295,0.045,1200,295.06
300,295,0.045,1260,295.089
300,295,0.045,1320,295.121
300,295,0.045,1380,295.157
300,295,0.045,1440,295.196
300,295,0.045,1500,295.237
300,295,0.045,1560,295.279
300,295,0.045,1620,295.322
300,295,0.045,1680,295.365
300,295,0.045,1740,295.408
300,295,0.045,1800,295.452
300,295,0.045,1860,295.496
300,295,0.045,1920,295.54
300,295,0.045,1980,295.583
300,295,0.045,2040,295.627
300,295,0.045,2100,295.67
300,295,0.045,2160,295.713
300,295,0.045,2220,295.756
300,295,0.045,2280,295.798
300,295,0.045,2340,295.84
300,295,0.045,2400,295.882
300,295,0.045,2460,295.924
300,295,0.045,2520,295.965
300,295,0.05,60,295
300,295,0.05,120,295
300,295,0.05,180,295
300,295,0.05,240,295
300,295,0.05,300,295
300,295,0.05,360,295
300,295,0.05,420,295
300,295,0.05,480,295
300,295,0.05,540,295
300,295,0.05,600,295
300,295,0.05,660,295
300,295,0.05,720,295
300,295,0.05,780,295.001
300,295,0.05,840,295.001
300,295,0.05,900,295.003
300,295,0.05,960,295.008
300,295,0.05,1020,295.019
300,295,0.05,1080,295.037
300,295,0.05,1140,295.064
300,295,0.05,1200,295.096
300,295,0.05,1260,295.133
300,295,0.05,1320,295.175
300,295,0.05,1380,295.219
300,295,0.05,1440,295.265
300,295,0.05,1500,295.313
300,295,0.05,1560,295.361
300,295,0.05,1620,295.41
300,295,0.05,1680,295.458
300,295,0.05,1740,295.507
300,295,0.05,1800,295.556
300,295,0.05,1860,295.605
300,295,0.05,1920,295.653
300,295,0.05,1980,295.701
300,295,0.05,2040,295.749
300,295,0.05,2100,295.796
300,295,0.05,2160,295.843
300,295,0.05,2220,295.89
300,295,0.05,2280,295.936
300,295,0.05,2340,295.982
300,295,0.05,2400,296.028
300,295,0.05,2460,296.073
300,295,0.05,2520,296.117
300,295,0.055,60,295
300,295,0.055,120,295
300,295,0.055,180,295
300,295,0.055,240,295
300,295,0.055,300,295
300,295,0.055,360,295
300,295,0.055,420,295
300,295,0.055,480,295
300,295,0.055,540,295
300,295,0.055,600,295
300,295,0.055,660,295
300,295,0.055,720,295
300,295,0.055,780,295.001
300,295,0.055,840,295.002
300,295,0.055,900,295.006
300,295,0.055,960,295.017
300,295,0.055,1020,295.035
300,295,0.055,1080,295.064
300,295,0.055,1140,295.099
300,295,0.055,1200,295.141
300,295,0.055,1260,295.188
300,295,0.055,1320,295.237
300,295,0.055,1380,295.289
300,295,0.055,1440,295.342
300,295,0.055,1500,295.396
300,295,0.055,1560,295.449
300,295,0.055,1620,295.503
300,295,0.055,1680,295.557
300,295,0.055,1740,295.611
300,295,0.055,1800,295.664
300,295,0.055,1860,295.717
300,295,0.055,1920,295.77
300,295,0.055,1980,295.822
300,295,0.055,2040,295.874
300,295,0.055,2100,295.925
300,295,0.055,2160,295.976
300,295,0.055,2220,296.026
300,295,0.055,2280,296.076
300,295,0.055,2340,296.125
300,295,0.055,2400,296.173
300,295,0.055,2460,296.222
300,295,0.055,2520,296.269
300,295,0.06,60,295
300,295,0.06,120,295
300,295,0.06,180,295
300,295,0.06,240,295
300,295,0.06,300,295
300,295,0.06,360,295
300,295,0.06,420,295
300,295,0.06,480,295
300,295,0.06,540,295
300,295,0.06,600,295
300,295,0.06,660,295
300,295,0.06,720,295.001
300,295,0.06,780,295.002
300,295,0.06,840,295.004
300,295,0.06,900,295.013
300,295,0.06,960,295.031
300,295,0.06,1020,295.06
300,295,0.06,1080,295.099
300,295,0.06,1140,295.144
300,295,0.06,1200,295.195
300,295,0.06,1260,295.25
300,295,0.06,1320,295.307
300,295,0.06,1380,295.365
300,295,0.06,1440,295.424
300,295,0.06,1500,295.483
300,295,0.06,1560,295.543
300,295,0.06,1620,295.602
300,295,0.06,1680,295.66
300,295,0.06,1740,295.718
300,295,0.06,1800,295.776
300,295,0.06,1860,295.833
300,295,0.06,1920,295.889
300,295,0.06,1980,295.945
300,295,0.06,2040,296.001
300,295,0.06,2100,296.055
300,295,0.06,2160,296.109
300,295,0.06,2220,296.163
300,295,0.06,2280,296.215
300,295,0.06,2340,296.268
300,295,0.06,2400,296.319
300,295,0.06,2460,296.37
300,295,0.06,2520,296.42
305,290,0.04,60,290
305,290,0.04,120,290
305,290,0.04,180,290
305,290,0.04,240,290
305,290,0.04,300,290
305,290,0.04,360,290.047
305,290,0.04,420,290.198
305,290,0.04,480,290.308
305,290,0.04,540,290.41
305,290,0.04,600,290.586
305,290,0.04,660,291.021
305,290,0.04,720,291.276
305,290,0.04,780,291.065
305,290,0.04,840,290.868
305,290,0.04,900,290.749
305,290,0.04,960,290.68
305,290,0.04,1020,290.632
305,290,0.04,1080,290.603
305,290,0.04,1140,290.609
305,290,0.04,1200,290.625
305,290,0.04,1260,290.644
305,290,0.04,1320,290.674
305,290,0.04,1380,290.714
305,290,0.04,1440,290.772
305,290,0.04,1500,290.845
305,290,0.04,1560,290.929
305,290,0.04,1620,291.012
305,290,0.04,1680,291.097
305,290,0.04,1740,291.177
305,290,0.04,1800,291.264
305,290,0.04,1860,291.351
305,290,0.04,1920,291.498
305,290,0.04,1980,291.597
305,290,0.04,2040,291.758
305,290,0.04,2100,291.88
305,290,0.04,2160,292.031
305,290,0.04,2220,292.128
305,290,0.04,2280,292.25
305,290,0.04,2340,292.319
305,290,0.04,2400,292.365
305,290,0.04,2460,292.464
305,290,0.04,2520,292.452
305,290,0.045,60,290
305,290,0.045,120,290
305,290,0.045,180,290
305,290,0.045,240,290
305,290,0.045,300,290.002
305,290,0.045,360,290.119
305,290,0.045,420,290.293
305,290,0.045,480,290.412
305,290,0.045,540,290.605
305,290,0.045,600,291.127
305,290,0.045,660,291.211
305,290,0.045,720,290.954
305,290,0.045,780,290.778
305,290,0.045,840,290.687
305,290,0.045,900,290.635
305,290,0.045,960,290.596
305,290,0.045,1020,290.589
305,290,0.045,1080,290.61
305,290,0.045,1140,290.63
305,290,0.045,1200,290.656
305,290,0.045,1260,290.691
305,290,0.045,1320,290.746
305,290,0.045,1380,290.821
305,290,0.045,1440,290.906
305,290,0.045,1500,290.997
305,290,0.045,1560,291.093
305,290,0.045,1620,291.183
305,290,0.045,1680,291.271
305,290,0.045,1740,291.418
305,290,0.045,1800,291.545
305,290,0.045,1860,291.716
305,290,0.045,1920,291.885
305,290,0.045,1980,291.981
305,290,0.045,2040,292.102
305,290,0.045,2100,292.234
305,290,0.045,2160,292.306
305,290,0.045,2220,292.439
305,290,0.045,2280,292.444
305,290,0.045,2340,292.508
305,290,0.045,2400,292.59
305,290,0.045,2460,292.593
305,290,0.045,2520,292.761
305,290,0.05,60,290
305,290,0.05,120,290
305,290,0.05,180,290
305,290,0.05,240,290
305,290,0.05,300,290.011
305,290,0.05,360,290.213
305,290,0.05,420,290.389
305,290,0.05,480,290.564
305,290,0.05,540,291.09
305,290,0.05,600,291.192
305,290,0.05,660,290.912
305,290,0.05,720,290.738
305,290,0.05,780,290.657
305,290,0.05,840,290.612
305,290,0.05,900,290.579
305,290,0.05,960,290.584
305,290,0.05,1020,290.61
305,290,0.05,1080,290.634
305,290,0.05,1140,290.663
305,290,0.05,1200,290.706
305,290,0.05,1260,290.775
305,290,0.05,1320,290.862
305,290,0.05,1380,290.956
305,290,0.05,1440,291.057
305,290,0.05,1500,291.16
305,290,0.05,1560,291.265
305,290,0.05,1620,291.465
305,290,0.05,1680,291.604
305,290,0.05,1740,291.743
305,290,0.05,1800,291.882
305,290,0.05,1860,292.035
305,290,0.05,1920,292.175
305,290,0.05,1980,292.228
305,290,0.05,2040,292.325
305,290,0.05,2100,292.408
305,290,0.05,2160,292.424
305,290,0.05,2220,292.545
305,290,0.05,2280,292.54
305,290,0.05,2340,292.675
305,290,0.05,2400,292.811
305,290,0.05,2460,292.744
305,290,0.05,2520,293.083
305,290,0.055,60,290
305,290,0.055,120,290
305,290,0.055,180,290
305,290,0.055,240,290
305,290,0.055,300,290.044
305,290,0.055,360,290.315
305,290,0.055,420,290.498
305,290,0.055,480,290.921
305,290,0.055,540,291.218
305,290,0.055,600,290.924
305,290,0.055,660,290.727
305,290,0.055,720,290.642
305,290,0.055,780,290.6
305,290,0.055,840,290.569
305,290,0.055,900,290.577
305,290,0.055,960,290.604
305,290,0.055,1020,290.627
305,290,0.055,1080,290.656
305,290,0.055,1140,290.705
305,290,0.055,1200,290.786
305,290,0.055,1260,290.881
305,290,0.055,1320,290.987
305,290,0.055,1380,291.092
305,290,0.055,1440,291.216
305,290,0.055,1500,291.433
305,290,0.055,1560,291.573
305,290,0.055,1620,291.78
305,290,0.055,1680,291.888
305,290,0.055,1740,292.077
305,290,0.055,1800,292.189
305,290,0.055,1860,292.385
305,290,0.055,1920,292.428
305,290,0.055,1980,292.521
305,290,0.055,2040,292.542
305,290,0.055,2100,292.687
305,290,0.055,2160,292.743
305,290,0.055,2220,292.847
305,290,0.055,2280,292.977
305,290,0.055,2340,293.128
305,290,0.055,2400,293.201
305,290,0.055,2460,293.469
305,290,0.055,2520,293.157
305,290,0.06,60,290
305,290,0.06,120,290
305,290,0.06,180,290
305,290,0.06,240,290
305,290,0.06,300,290.112
305,290,0.06,360,290.416
305,290,0.06,420,290.685
305,290,0.06,480,291.231
305,290,0.06,540,290.998
305,290,0.06,600,290.746
305,290,0.06,660,290.64
305,290,0.06,720,290.598
305,290,0.06,780,290.566
305,290,0.06,840,290.57
305,290,0.06,900,290.6
305,290,0.06,960,290.621
305,290,0.06,1020,290.649
305,290,0.06,1080,290.702
305,290,0.06,1140,290.787
305,290,0.06,1200,290.888
305,290,0.06,1260,290.997
305,290,0.06,1320,291.115
305,290,0.06,1380,291.267
305,290,0.06,1440,291.499
305,290,0.06,1500,291.658
305,290,0.06,1560,291.847
305,290,0.06,1620,292.054
305,290,0.06,1680,292.161
305,290,0.06,1740,292.301
305,290,0.06,1800,292.393
305,290,0.06,1860,292.572
305,290,0.06,1920,292.532
305,290,0.06,1980,292.667
305,290,0.06,2040,292.758
305,290,0.06,2100,292.803
305,290,0.06,2160,292.895
305,290,0.06,2220,292.928
305,290,0.06,2280,292.981
305,290,0.06,2340,293.524
305,290,0.06,2400,293.467
305,290,0.06,2460,293.676
305,290,0.06,2520,293.637
305,291,0.04,60,291
305,291,0.04,120,291
305,291,0.04,180,291
305,291,0.04,240,291
305,291,0.04,300,291.006
305,291,0.04,360,291.174
305,291,0.04,420,291.375
305,291,0.04,480,291.66
305,291,0.04,540,291.613
305,291,0.04,600,291.478
305,291,0.04,660,291.392
305,291,0.04,720,291.342
305,291,0.04,780,291.311
305,291,0.04,840,291.298
305,291,0.04,900,291.307
305,291,0.04,960,291.322
305,291,0.04,1020,291.338
305,291,0.04,1080,291.358
305,291,0.04,1140,291.39
305,291,0.04,1200,291.435
305,291,0.04,1260,291.486
305,291,0.04,1320,291.544
305,291,0.04,1380,291.606
305,291,0.04,1440,291.666
305,291,0.04,1500,291.725
305,291,0.04,1560,291.795
305,291,0.04,1620,291.891
305,291,0.04,1680,291.982
305,291,0.04,1740,292.126
305,291,0.04,1800,292.257
305,291,0.04,1860,292.313
305,291,0.04,1920,292.433
305,291,0.04,1980,292.545
305,291,0.04,2040,292.564
305,291,0.04,2100,292.74
305,291,0.04,2160,292.687
305,291,0.04,2220,292.753
305,291,0.04,2280,292.934
305,291,0.04,2340,292.966
305,291,0.04,2400,293.031
305,291,0.04,2460,293.236
305,291,0.04,2520,293.058
305,291,0.045,60,291
305,291,0.045,120,291
305,291,0.045,180,291
305,291,0.045,240,291
305,291,0.045,300,291.036
305,291,0.045,360,291.304
305,291,0.045,420,291.621
305,291,0.045,480,291.635
305,291,0.045,540,291.484
305,291,0.045,600,291.388
305,291,0.045,660,291.337
305,291,0.045,720,291.305
305,291,0.045,780,291.293
305,291,0.045,840,291.298
305,291,0.045,900,291.308
305,291,0.045,960,291.323
305,291,0.045,1020,291.346
305,291,0.045,1080,291.385
305,291,0.045,1140,291.437
305,291,0.045,1200,291.495
305,291,0.045,1260,291.561
305,291,0.045,1320,291.627
305,291,0.045,1380,291.694
305,291,0.045,1440,291.789
305,291,0.045,1500,291.88
305,291,0.045,1560,292.046
305,291,0.045,1620,292.142
305,291,0.045,1680,292.253
305,291,0.045,1740,292.346
305,291,0.045,1800,292.413
305,291,0.045,1860,292.521
305,291,0.045,1920,292.651
305,291,0.045,1980,292.81
305,291,0.045,2040,292.75
305,291,0.045,2100,292.83
305,291,0.045,2160,292.839
305,291,0.045,2220,293.088
305,291,0.045,2280,293.142
305,291,0.045,2340,293.27
305,291,0.045,2400,293.303
305,291,0.045,2460,293.528
305,291,0.045,2520,293.291
305,291,0.05,60,291
305,291,0.05,120,291
305,291,0.05,180,291
305,291,0.05,240,291
305,291,0.05,300,291.115
305,291,0.05,360,291.488
305,291,0.05,420,291.683
305,291,0.05,480,291.527
305,291,0.05,540,291.404
305,291,0.05,600,291.342
305,291,0.05,660,291.306
305,291,0.05,720,291.289
305,291,0.05,780,291.289
305,291,0.05,840,291.294
305,291,0.05,900,291.306
305,291,0.05,960,291.328
305,291,0.05,1020,291.372
305,291,0.05,1080,291.428
305,291,0.05,1140,291.494
305,291,0.05,1200,291.56
305,291,0.05,1260,291.637
305,291,0.05,1320,291.736
305,291,0.05,1380,291.851
305,291,0.05,1440,292.028
305,291,0.05,1500,292.117
305,291,0.05,1560,292.252
305,291,0.05,1620,292.383
305,291,0.05,1680,292.484
305,291,0.05,1740,292.549
305,291,0.05,1800,292.592
305,291,0.05,1860,292.755
305,291,0.05,1920,292.724
305,291,0.05,1980,292.744
305,291,0.05,2040,293.047
305,291,0.05,2100,293.181
305,291,0.05,2160,293.037
305,291,0.05,2220,293.108
305,291,0.05,2280,293.272
305,291,0.05,2340,293.413
305,291,0.05,2400,293.716
305,291,0.05,2460,293.628
305,291,0.05,2520,293.794
305,291,0.055,60,291
305,291,0.055,120,291
305,291,0.055,180,291
305,291,0.055,240,291
305,291,0.055,300,291.251
305,291,0.055,360,291.662
305,291,0.055,420,291.607
305,291,0.055,480,291.445
305,291,0.055,540,291.358
305,291,0.055,600,291.314
305,291,0.055,660,291.289
305,291,0.055,720,291.283
305,291,0.055,780,291.282
305,291,0.055,840,291.29
305,291,0.055,900,291.312
305,291,0.055,960,291.355
305,291,0.055,1020,291.414
305,291,0.055,1080,291.485
305,291,0.055,1140,291.561
305,291,0.055,1200,291.649
305,291,0.055,1260,291.788
305,291,0.055,1320,291.95
305,291,0.055,1380,292.076
305,291,0.055,1440,292.171
305,291,0.055,1500,292.342
305,291,0.055,1560,292.489
305,291,0.055,1620,292.519
305,291,0.055,1680,292.666
305,291,0.055,1740,292.695
305,291,0.055,1800,292.712
305,291,0.055,1860,292.913
305,291,0.055,1920,292.882
305,291,0.055,1980,292.986
305,291,0.055,2040,293.077
305,291,0.055,2100,293.039
305,291,0.055,2160,293.265
305,291,0.055,2220,293.731
305,291,0.055,2280,293.588
305,291,0.055,2340,293.485
305,291,0.055,2400,293.912
305,291,0.055,2460,294.044
305,291,0.055,2520,294.459
305,291,0.06,60,291
305,291,0.06,120,291
305,291,0.06,180,291
305,291,0.06,240,291.002
305,291,0.06,300,291.427
305,291,0.06,360,291.697
305,291,0.06,420,291.527
305,291,0.06,480,291.394
305,291,0.06,540,291.33
305,291,0.06,600,291.295
305,291,0.06,660,291.281
305,291,0.06,720,291.275
305,291,0.06,780,291.277
305,291,0.06,840,291.293
305,291,0.06,900,291.333
305,291,0.06,960,291.392
305,291,0.06,1020,291.467
305,291,0.06,1080,291.553
305,291,0.06,1140,291.658
305,291,0.06,1200,291.832
305,291,0.06,1260,292.038
305,291,0.06,1320,292.185
305,291,0.06,1380,292.283
305,291,0.06,1440,292.445
305,291,0.06,1500,292.56
305,291,0.06,1560,292.591
305,291,0.06,1620,292.719
305,291,0.06,1680,292.778
305,291,0.06,1740,292.921
305,291,0.06,1800,293.096
305,291,0.06,1860,293.222
305,291,0.06,1920,293.023
305,291,0.06,1980,293.366
305,291,0.06,2040,293.422
305,291,0.06,2100,293.504
305,291,0.06,2160,293.638
305,291,0.06,2220,294.053
305,291,0.06,2280,293.738
305,291,0.06,2340,294.106
305,291,0.06,2400,294.173
305,291,0.06,2460,294.034
305,291,0.06,2520,294.539
305,292,0.04,60,292
305,292,0.04,120,292
305,292,0.04,180,292
305,292,0.04,240,292.002
305,292,0.04,300,292.226
305,292,0.04,360,292.247
305,292,0.04,420,292.192
305,292,0.04,480,292.147
305,292,0.04,540,292.115
305,292,0.04,600,292.095
305,292,0.04,660,292.084
305,292,0.04,720,292.082
305,292,0.04,780,292.085
305,292,0.04,840,292.097
305,292,0.04,900,292.119
305,292,0.04,960,292.144
305,292,0.04,1020,292.175
305,292,0.04,1080,292.205
305,292,0.04,1140,292.238
305,292,0.04,1200,292.272
305,292,0.04,1260,292.316
305,292,0.04,1320,292.38
305,292,0.04,1380,292.445
305,292,0.04,1440,292.535
305,292,0.04,1500,292.655
305,292,0.04,1560,292.744
305,292,0.04,1620,292.866
305,292,0.04,1680,292.829
305,292,0.04,1740,292.97
305,292,0.04,1800,293.071
305,292,0.04,1860,293.285
305,292,0.04,1920,293.268
305,292,0.04,1980,293.247
305,292,0.04,2040,293.379
305,292,0.04,2100,293.563
305,292,0.04,2160,293.51
305,292,0.04,2220,293.599
305,292,0.04,2280,293.572
305,292,0.04,2340,293.601
305,292,0.04,2400,293.689
305,292,0.04,2460,294.031
305,292,0.04,2520,294.092
305,292,0.045,60,292
305,292,0.045,120,292
305,292,0.045,180,292
305,292,0.045,240,292.025
305,292,0.045,300,292.24
305,292,0.045,360,292.218
305,292,0.045,420,292.164
305,292,0.045,480,292.123
305,292,0.045,540,292.095
305,292,0.045,600,292.079
305,292,0.045,660,292.073
305,292,0.045,720,292.075
305,292,0.045,780,292.086
305,292,0.045,840,292.107
305,292,0.045,900,292.133
305,292,0.045,960,292.164
305,292,0.045,1020,292.198
305,292,0.045,1080,292.234
305,292,0.045,1140,292.278
305,292,0.045,1200,292.341
305,292,0.045,1260,292.409
305,292,0.045,1320,292.508
305,292,0.045,1380,292.605
305,292,0.045,1440,292.722
305,292,0.045,1500,292.806
305,292,0.045,1560,292.938
305,292,0.045,1620,292.957
305,292,0.045,1680,293.061
305,292,0.045,1740,293.085
305,292,0.045,1800,293.224
305,292,0.045,1860,293.381
305,292,0.045,1920,293.524
305,292,0.045,1980,293.431
305,292,0.045,2040,293.623
305,292,0.045,2100,293.67
305,292,0.045,2160,293.788
305,292,0.045,2220,293.713
305,292,0.045,2280,294.073
305,292,0.045,2340,294.104
305,292,0.045,2400,294.073
305,292,0.045,2460,294.194
305,292,0.045,2520,294.287
305,292,0.05,60,292
305,292,0.05,120,292
305,292,0.05,180,292
305,292,0.05,240,292.082
305,292,0.05,300,292.231
305,292,0.05,360,292.189
305,292,0.05,420,292.138
305,292,0.05,480,292.101
305,292,0.05,540,292.078
305,292,0.05,600,292.067
305,292,0.05,660,292.065
305,292,0.05,720,292.073
305,292,0.05,780,292.092
305,292,0.05,840,292.118
305,292,0.05,900,292.15
305,292,0.05,960,292.185
305,292,0.05,1020,292.226
305,292,0.05,1080,292.282
305,292,0.05,1140,292.356
305,292,0.05,1200,292.462
305,292,0.05,1260,292.557
305,292,0.05,1320,292.639
305,292,0.05,1380,292.769
305,292,0.05,1440,292.9
305,292,0.05,1500,292.951
305,292,0.05,1560,293.119
305,292,0.05,1620,293.202
305,292,0.05,1680,293.309
305,292,0.05,1740,293.326
305,292,0.05,1800,293.262
305,292,0.05,1860,293.711
305,292,0.05,1920,293.585
305,292,0.05,1980,293.633
305,292,0.05,2040,293.703
305,292,0.05,2100,293.949
305,292,0.05,2160,293.912
305,292,0.05,2220,293.995
305,292,0.05,2280,294.152
305,292,0.05,2340,294.346
305,292,0.05,2400,294.428
305,292,0.05,2460,294.505
305,292,0.05,2520,294.616
305,292,0.055,60,292
305,292,0.055,120,292
305,292,0.055,180,292
305,292,0.055,240,292.132
305,292,0.055,300,292.211
305,292,0.055,360,292.161
305,292,0.055,420,292.114
305,292,0.055,480,292.081
305,292,0.055,540,292.063
305,292,0.055,600,292.057
305,292,0.055,660,292.061
305,292,0.055,720,292.076
305,292,0.055,780,292.101
305,292,0.055,840,292.133
305,292,0.055,900,292.17
305,292,0.055,960,292.214
305,292,0.055,1020,292.278
305,292,0.055,1080,292.376
305,292,0.055,1140,292.458
305,292,0.055,1200,292.56
305,292,0.055,1260,292.716
305,292,0.055,1320,292.8
305,292,0.055,1380,292.939
305,292,0.055,1440,293.099
305,292,0.055,1500,293.129
305,292,0.055,1560,293.304
305,292,0.055,1620,293.198
305,292,0.055,1680,293.509
305,292,0.055,1740,293.35
305,292,0.055,1800,293.76
305,292,0.055,1860,293.898
305,292,0.055,1920,293.679
305,292,0.055,1980,294.035
305,292,0.055,2040,294.048
305,292,0.055,2100,294.096
305,292,0.055,2160,294.24
305,292,0.055,2220,294.235
305,292,0.055,2280,294.711
305,292,0.055,2340,294.496
305,292,0.055,2400,294.691
305,292,0.055,2460,294.861
305,292,0.055,2520,295.006
305,292,0.06,60,292
305,292,0.06,120,292
305,292,0.06,180,292
305,292,0.06,240,292.152
305,292,0.06,300,292.182
305,292,0.06,360,292.132
305,292,0.06,420,292.091
305,292,0.06,480,292.063
305,292,0.06,540,292.05
305,292,0.06,600,292.049
305,292,0.06,660,292.06
305,292,0.06,720,292.081
305,292,0.06,780,292.113
305,292,0.06,840,292.151
305,292,0.06,900,292.201
305,292,0.06,960,292.27
305,292,0.06,1020,292.358
305,292,0.06,1080,292.44
305,292,0.06,1140,292.608
305,292,0.06,1200,292.683
305,292,0.06,1260,292.795
305,292,0.06,1320,292.966
305,292,0.06,1380,293.065
305,292,0.06,1440,293.146
305,292,0.06,1500,293.337
305,292,0.06,1560,293.385
305,292,0.06,1620,293.404
305,292,0.06,1680,293.67
305,292,0.06,1740,293.614
305,292,0.06,1800,293.665
305,292,0.06,1860,293.884
305,292,0.06,1920,293.841
305,292,0.06,1980,294.168
305,292,0.06,2040,294.247
305,292,0.06,2100,294.366
305,292,0.06,2160,294.465
305,292,0.06,2220,294.771
305,292,0.06,2280,294.696
305,292,0.06,2340,295.05
305,292,0.06,2400,294.844
305,292,0.06,2460,295.076
305,292,0.06,2520,295.214
305,293,0.04,60,293
305,293,0.04,120,293
305,293,0.04,180,293
305,293,0.04,240,293
305,293,0.04,300,293
305,293,0.04,360,293
305,293,0.04,420,293
305,293,0.04,480,293
305,293,0.04,540,293
305,293,0.04,600,293
305,293,0.04,660,293
305,293,0.04,720,293
305,293,0.04,780,293.001
305,293,0.04,840,293.004
305,293,0.04,900,293.013
305,293,0.04,960,293.032
305,293,0.04,1020,293.063
305,293,0.04,1080,293.105
305,293,0.04,1140,293.16
305,293,0.04,1200,293.225
305,293,0.04,1260,293.298
305,293,0.04,1320,293.371
305,293,0.04,1380,293.442
305,293,0.04,1440,293.514
305,293,0.04,1500,293.564
305,293,0.04,1560,293.661
305,293,0.04,1620,293.743
305,293,0.04,1680,293.808
305,293,0.04,1740,293.808
305,293,0.04,1800,294.001
305,293,0.04,1860,294.01
305,293,0.04,1920,294.13
305,293,0.04,1980,294.185
305,293,0.04,2040,294.142
305,293,0.04,2100,294.295
305,293,0.04,2160,294.378
305,293,0.04,2220,294.509
305,293,0.04,2280,294.591
305,293,0.04,2340,294.676
305,293,0.04,2400,294.767
305,293,0.04,2460,294.731
305,293,0.04,2520,294.891
305,293,0.045,60,293
305,293,0.045,120,293
305,293,0.045,180,293
305,293,0.045,240,293
305,293,0.045,300,293
305,293,0.045,360,293
305,293,0.045,420,293
305,293,0.045,480,293
305,293,0.045,540,293
305,293,0.045,600,293
305,293,0.045,660,293
305,293,0.045,720,293.001
305,293,0.045,780,293.002
305,293,0.045,840,293.009
305,293,0.045,900,293.026
305,293,0.045,960,293.056
305,293,0.045,1020,293.101
