T_inlet,T_initial,V_initial,Time_step,Temperature
305,293,0.045,1080,293.162
305,293,0.045,1140,293.236
305,293,0.045,1200,293.314
305,293,0.045,1260,293.407
305,293,0.045,1320,293.473
305,293,0.045,1380,293.563
305,293,0.045,1440,293.651
305,293,0.045,1500,293.709
305,293,0.045,1560,293.781
305,293,0.045,1620,293.863
305,293,0.045,1680,293.909
305,293,0.045,1740,294.073
305,293,0.045,1800,294.128
305,293,0.045,1860,294.234
305,293,0.045,1920,294.327
305,293,0.045,1980,294.37
305,293,0.045,2040,294.455
305,293,0.045,2100,294.515
305,293,0.045,2160,294.7
305,293,0.045,2220,294.693
305,293,0.045,2280,294.888
305,293,0.045,2340,294.948
305,293,0.045,2400,295.055
305,293,0.045,2460,295.102
305,293,0.045,2520,295.236
305,293,0.05,60,293
305,293,0.05,120,293
305,293,0.05,180,293
305,293,0.05,240,293
305,293,0.05,300,293
305,293,0.05,360,293
305,293,0.05,420,293
305,293,0.05,480,293
305,293,0.05,540,293
305,293,0.05,600,293
305,293,0.05,660,293
305,293,0.05,720,293.001
305,293,0.05,780,293.005
305,293,0.05,840,293.018
305,293,0.05,900,293.045
305,293,0.05,960,293.091
305,293,0.05,1020,293.157
305,293,0.05,1080,293.233
305,293,0.05,1140,293.326
305,293,0.05,1200,293.412
305,293,0.05,1260,293.491
305,293,0.05,1320,293.588
305,293,0.05,1380,293.657
305,293,0.05,1440,293.779
305,293,0.05,1500,293.789
305,293,0.05,1560,293.93
305,293,0.05,1620,294.032
305,293,0.05,1680,294.078
305,293,0.05,1740,294.278
305,293,0.05,1800,294.313
305,293,0.05,1860,294.424
305,293,0.05,1920,294.501
305,293,0.05,1980,294.675
305,293,0.05,2040,294.759
305,293,0.05,2100,294.764
305,293,0.05,2160,294.803
305,293,0.05,2220,295.017
305,293,0.05,2280,295.186
305,293,0.05,2340,295.31
305,293,0.05,2400,295.352
305,293,0.05,2460,295.361
305,293,0.05,2520,295.501
305,293,0.055,60,293
305,293,0.055,120,293
305,293,0.055,180,293
305,293,0.055,240,293
305,293,0.055,300,293
305,293,0.055,360,293
305,293,0.055,420,293
305,293,0.055,480,293
305,293,0.055,540,293
305,293,0.055,600,293
305,293,0.055,660,293.001
305,293,0.055,720,293.002
305,293,0.055,780,293.01
305,293,0.055,840,293.032
305,293,0.055,900,293.074
305,293,0.055,960,293.137
305,293,0.055,1020,293.225
305,293,0.055,1080,293.321
305,293,0.055,1140,293.411
305,293,0.055,1200,293.527
305,293,0.055,1260,293.593
305,293,0.055,1320,293.671
305,293,0.055,1380,293.818
305,293,0.055,1440,293.869
305,293,0.055,1500,293.965
305,293,0.055,1560,294.126
305,293,0.055,1620,294.076
305,293,0.055,1680,294.276
305,293,0.055,1740,294.402
305,293,0.055,1800,294.539
305,293,0.055,1860,294.675
305,293,0.055,1920,294.682
305,293,0.055,1980,294.867
305,293,0.055,2040,294.935
305,293,0.055,2100,295.114
305,293,0.055,2160,295.211
305,293,0.055,2220,295.307
305,293,0.055,2280,295.404
305,293,0.055,2340,295.533
305,293,0.055,2400,295.669
305,293,0.055,2460,295.801
305,293,0.055,2520,295.94
305,293,0.06,60,293
305,293,0.06,120,293
305,293,0.06,180,293
305,293,0.06,240,293
305,293,0.06,300,293
305,293,0.06,360,293
305,293,0.06,420,293
305,293,0.06,480,293
305,293,0.06,540,293
305,293,0.06,600,293
305,293,0.06,660,293.001
305,293,0.06,720,293.005
305,293,0.06,780,293.019
305,293,0.06,840,293.056
305,293,0.06,900,293.116
305,293,0.06,960,293.2
305,293,0.06,1020,293.289
305,293,0.06,1080,293.401
305,293,0.06,1140,293.488
305,293,0.06,1200,293.617
305,293,0.06,1260,293.703
305,293,0.06,1320,293.852
305,293,0.06,1380,293.898
305,293,0.06,1440,294.015
305,293,0.06,1500,294.203
305,293,0.06,1560,294.204
305,293,0.06,1620,294.286
305,293,0.06,1680,294.493
305,293,0.06,1740,294.532
305,293,0.06,1800,294.713
305,293,0.06,1860,294.808
305,293,0.06,1920,294.885
305,293,0.06,1980,295.11
305,293,0.06,2040,295.293
305,293,0.06,2100,295.331
305,293,0.06,2160,295.42
305,293,0.06,2220,295.517
305,293,0.06,2280,295.77
305,293,0.06,2340,295.887
305,293,0.06,2400,296
305,293,0.06,2460,296.014
305,293,0.06,2520,296.161
305,294,0.04,60,294
305,294,0.04,120,294
305,294,0.04,180,294
305,294,0.04,240,294
305,294,0.04,300,294
305,294,0.04,360,294
305,294,0.04,420,294
305,294,0.04,480,294
305,294,0.04,540,294
305,294,0.04,600,294
305,294,0.04,660,294
305,294,0.04,720,294
305,294,0.04,780,294
305,294,0.04,840,294.001
305,294,0.04,900,294.003
305,294,0.04,960,294.01
305,294,0.04,1020,294.023
305,294,0.04,1080,294.045
305,294,0.04,1140,294.078
305,294,0.04,1200,294.118
305,294,0.04,1260,294.169
305,294,0.04,1320,294.225
305,294,0.04,1380,294.287
305,294,0.04,1440,294.357
305,294,0.04,1500,294.431
305,294,0.04,1560,294.506
305,294,0.04,1620,294.585
305,294,0.04,1680,294.665
305,294,0.04,1740,294.746
305,294,0.04,1800,294.829
305,294,0.04,1860,294.91
305,294,0.04,1920,294.993
305,294,0.04,1980,295.075
305,294,0.04,2040,295.157
305,294,0.04,2100,295.24
305,294,0.04,2160,295.322
305,294,0.04,2220,295.404
305,294,0.04,2280,295.486
305,294,0.04,2340,295.567
305,294,0.04,2400,295.649
305,294,0.04,2460,295.729
305,294,0.04,2520,295.81
305,294,0.045,60,294
305,294,0.045,120,294
305,294,0.045,180,294
305,294,0.045,240,294
305,294,0.045,300,294
305,294,0.045,360,294
305,294,0.045,420,294
305,294,0.045,480,294
305,294,0.045,540,294
305,294,0.045,600,294
305,294,0.045,660,294
305,294,0.045,720,294
305,294,0.045,780,294.001
305,294,0.045,840,294.002
305,294,0.045,900,294.007
305,294,0.045,960,294.02
305,294,0.045,1020,294.042
305,294,0.045,1080,294.077
305,294,0.045,1140,294.122
305,294,0.045,1200,294.179
305,294,0.045,1260,294.243
305,294,0.045,1320,294.315
305,294,0.045,1380,294.395
305,294,0.045,1440,294.478
305,294,0.045,1500,294.566
305,294,0.045,1560,294.655
305,294,0.045,1620,294.747
305,294,0.045,1680,294.838
305,294,0.045,1740,294.931
305,294,0.045,1800,295.024
305,294,0.045,1860,295.116
305,294,0.045,1920,295.209
305,294,0.045,1980,295.301
305,294,0.045,2040,295.393
305,294,0.045,2100,295.485
305,294,0.045,2160,295.577
305,294,0.045,2220,295.667
305,294,0.045,2280,295.758
305,294,0.045,2340,295.848
305,294,0.045,2400,295.937
305,294,0.045,2460,296.026
305,294,0.045,2520,296.114
305,294,0.05,60,294
305,294,0.05,120,294
305,294,0.05,180,294
305,294,0.05,240,294
305,294,0.05,300,294
305,294,0.05,360,294
305,294,0.05,420,294
305,294,0.05,480,294
305,294,0.05,540,294
305,294,0.05,600,294
305,294,0.05,660,294
305,294,0.05,720,294
305,294,0.05,780,294.001
305,294,0.05,840,294.005
305,294,0.05,900,294.015
305,294,0.05,960,294.037
305,294,0.05,1020,294.072
305,294,0.05,1080,294.12
305,294,0.05,1140,294.183
305,294,0.05,1200,294.253
305,294,0.05,1260,294.335
305,294,0.05,1320,294.425
305,294,0.05,1380,294.517
305,294,0.05,1440,294.617
305,294,0.05,1500,294.718
305,294,0.05,1560,294.819
305,294,0.05,1620,294.923
305,294,0.05,1680,295.025
305,294,0.05,1740,295.128
305,294,0.05,1800,295.23
305,294,0.05,1860,295.333
305,294,0.05,1920,295.435
305,294,0.05,1980,295.537
305,294,0.05,2040,295.638
305,294,0.05,2100,295.738
305,294,0.05,2160,295.839
305,294,0.05,2220,295.938
305,294,0.05,2280,296.036
305,294,0.05,2340,296.133
305,294,0.05,2400,296.23
305,294,0.05,2460,296.326
305,294,0.05,2520,296.421
305,294,0.055,60,294
305,294,0.055,120,294
305,294,0.055,180,294
305,294,0.055,240,294
305,294,0.055,300,294
305,294,0.055,360,294
305,294,0.055,420,294
305,294,0.055,480,294
305,294,0.055,540,294
305,294,0.055,600,294
305,294,0.055,660,294
305,294,0.055,720,294.001
305,294,0.055,780,294.002
305,294,0.055,840,294.01
305,294,0.055,900,294.029
305,294,0.055,960,294.063
305,294,0.055,1020,294.111
305,294,0.055,1080,294.178
305,294,0.055,1140,294.255
305,294,0.055,1200,294.345
305,294,0.055,1260,294.444
305,294,0.055,1320,294.547
305,294,0.055,1380,294.658
305,294,0.055,1440,294.768
305,294,0.055,1500,294.881
305,294,0.055,1560,294.996
305,294,0.055,1620,295.108
305,294,0.055,1680,295.221
305,294,0.055,1740,295.335
305,294,0.055,1800,295.447
305,294,0.055,1860,295.559
305,294,0.055,1920,295.67
305,294,0.055,1980,295.78
305,294,0.055,2040,295.89
305,294,0.055,2100,295.999
305,294,0.055,2160,296.107
305,294,0.055,2220,296.215
305,294,0.055,2280,296.321
305,294,0.055,2340,296.425
305,294,0.055,2400,296.531
305,294,0.055,2460,296.635
305,294,0.055,2520,296.737
305,294,0.06,60,294
305,294,0.06,120,294
305,294,0.06,180,294
305,294,0.06,240,294
305,294,0.06,300,294
305,294,0.06,360,294
305,294,0.06,420,294
305,294,0.06,480,294
305,294,0.06,540,294
305,294,0.06,600,294
305,294,0.06,660,294
305,294,0.06,720,294.001
305,294,0.06,780,294.005
305,294,0.06,840,294.019
305,294,0.06,900,294.049
305,294,0.06,960,294.098
305,294,0.06,1020,294.165
305,294,0.06,1080,294.248
305,294,0.06,1140,294.345
305,294,0.06,1200,294.451
305,294,0.06,1260,294.565
305,294,0.06,1320,294.687
305,294,0.06,1380,294.809
305,294,0.06,1440,294.933
305,294,0.06,1500,295.059
305,294,0.06,1560,295.183
305,294,0.06,1620,295.307
305,294,0.06,1680,295.432
305,294,0.06,1740,295.555
305,294,0.06,1800,295.677
305,294,0.06,1860,295.799
305,294,0.06,1920,295.919
305,294,0.06,1980,296.039
305,294,0.06,2040,296.157
305,294,0.06,2100,296.274
305,294,0.06,2160,296.39
305,294,0.06,2220,296.506
305,294,0.06,2280,296.619
305,294,0.06,2340,296.731
305,294,0.06,2400,296.842
305,294,0.06,2460,296.951
305,294,0.06,2520,297.059
305,295,0.04,60,295
305,295,0.04,120,295
305,295,0.04,180,295
305,295,0.04,240,295
305,295,0.04,300,295
305,295,0.04,360,295
305,295,0.04,420,295
305,295,0.04,480,295
305,295,0.04,540,295
305,295,0.04,600,295
305,295,0.04,660,295
305,295,0.04,720,295
305,295,0.04,780,295.001
305,295,0.04,840,295.001
305,295,0.04,900,295.002
305,295,0.04,960,295.006
305,295,0.04,1020,295.016
305,295,0.04,1080,295.034
305,295,0.04,1140,295.062
305,295,0.04,1200,295.099
305,295,0.04,1260,295.145
305,295,0.04,1320,295.198
305,295,0.04,1380,295.257
305,295,0.04,1440,295.321
305,295,0.04,1500,295.388
305,295,0.04,1560,295.457
305,295,0.04,1620,295.528
305,295,0.04,1680,295.601
305,295,0.04,1740,295.675
305,295,0.04,1800,295.749
305,295,0.04,1860,295.824
305,295,0.04,1920,295.899
305,295,0.04,1980,295.974
305,295,0.04,2040,296.049
305,295,0.04,2100,296.124
305,295,0.04,2160,296.199
305,295,0.04,2220,296.274
305,295,0.04,2280,296.348
305,295,0.04,2340,296.422
305,295,0.04,2400,296.496
305,295,0.04,2460,296.569
305,295,0.04,2520,296.642
305,295,0.045,60,295
305,295,0.045,120,295
305,295,0.045,180,295
305,295,0.045,240,295
305,295,0.045,300,295
305,295,0.045,360,295
305,295,0.045,420,295
305,295,0.045,480,295
305,295,0.045,540,295
305,295,0.045,600,295
305,295,0.045,660,295
305,295,0.045,720,295
305,295,0.045,780,295.001
305,295,0.045,840,295.002
305,295,0.045,900,295.005
305,295,0.045,960,295.014
305,295,0.045,1020,295.032
305,295,0.045,1080,295.063
305,295,0.045,1140,295.104
305,295,0.045,1200,295.156
305,295,0.045,1260,295.217
305,295,0.045,1320,295.285
305,295,0.045,1380,295.357
305,295,0.045,1440,295.434
305,295,0.045,1500,295.513
305,295,0.045,1560,295.594
305,295,0.045,1620,295.677
305,295,0.045,1680,295.76
305,295,0.045,1740,295.844
305,295,0.045,1800,295.928
305,295,0.045,1860,296.013
305,295,0.045,1920,296.097
305,295,0.045,1980,296.181
305,295,0.045,2040,296.265
305,295,0.045,2100,296.348
305,295,0.045,2160,296.432
305,295,0.045,2220,296.514
305,295,0.045,2280,296.596
305,295,0.045,2340,296.678
305,295,0.045,2400,296.758
305,295,0.045,2460,296.84
305,295,0.045,2520,296.919
305,295,0.05,60,295
305,295,0.05,120,295
305,295,0.05,180,295
305,295,0.05,240,295
305,295,0.05,300,295
305,295,0.05,360,295
305,295,0.05,420,295
305,295,0.05,480,295
305,295,0.05,540,295
305,295,0.05,600,295
305,295,0.05,660,295
305,295,0.05,720,295.001
305,295,0.05,780,295.001
305,295,0.05,840,295.003
305,295,0.05,900,295.011
305,295,0.05,960,295.028
305,295,0.05,1020,295.059
305,295,0.05,1080,295.104
305,295,0.05,1140,295.162
305,295,0.05,1200,295.229
305,295,0.05,1260,295.305
305,295,0.05,1320,295.387
305,295,0.05,1380,295.473
305,295,0.05,1440,295.561
305,295,0.05,1500,295.652
305,295,0.05,1560,295.744
305,295,0.05,1620,295.838
305,295,0.05,1680,295.932
305,295,0.05,1740,296.025
305,295,0.05,1800,296.118
305,295,0.05,1860,296.211
305,295,0.05,1920,296.304
305,295,0.05,1980,296.397
305,295,0.05,2040,296.488
305,295,0.05,2100,296.58
305,295,0.05,2160,296.67
305,295,0.05,2220,296.76
305,295,0.05,2280,296.849
305,295,0.05,2340,296.938
305,295,0.05,2400,297.026
305,295,0.05,2460,297.113
305,295,0.05,2520,297.2
305,295,0.055,60,295
305,295,0.055,120,295
305,295,0.055,180,295
305,295,0.055,240,295
305,295,0.055,300,295
305,295,0.055,360,295
305,295,0.055,420,295
305,295,0.055,480,295
305,295,0.055,540,295
305,295,0.055,600,295
305,295,0.055,660,295
305,295,0.055,720,295.001
305,295,0.055,780,295.002
305,295,0.055,840,295.007
305,295,0.055,900,295.022
305,295,0.055,960,295.051
305,295,0.055,1020,295.097
305,295,0.055,1080,295.159
305,295,0.055,1140,295.232
305,295,0.055,1200,295.316
305,295,0.055,1260,295.406
305,295,0.055,1320,295.502
305,295,0.055,1380,295.6
305,295,0.055,1440,295.7
305,295,0.055,1500,295.802
305,295,0.055,1560,295.906
305,295,0.055,1620,296.009
305,295,0.055,1680,296.112
305,295,0.055,1740,296.215
305,295,0.055,1800,296.317
305,295,0.055,1860,296.42
305,295,0.055,1920,296.521
305,295,0.055,1980,296.622
305,295,0.055,2040,296.722
305,295,0.055,2100,296.822
305,295,0.055,2160,296.92
305,295,0.055,2220,297.018
305,295,0.055,2280,297.114
305,295,0.055,2340,297.21
305,295,0.055,2400,297.306
305,295,0.055,2460,297.4
305,295,0.055,2520,297.493
305,295,0.06,60,295
305,295,0.06,120,295
305,295,0.06,180,295
305,295,0.06,240,295
305,295,0.06,300,295
305,295,0.06,360,295
305,295,0.06,420,295
305,295,0.06,480,295
305,295,0.06,540,295
305,295,0.06,600,295
305,295,0.06,660,295.001
305,295,0.06,720,295.001
305,295,0.06,780,295.004
305,295,0.06,840,295.015
305,295,0.06,900,295.041
305,295,0.06,960,295.085
305,295,0.06,1020,295.149
305,295,0.06,1080,295.227
305,295,0.06,1140,295.318
305,295,0.06,1200,295.417
305,295,0.06,1260,295.522
305,295,0.06,1320,295.63
305,295,0.06,1380,295.742
305,295,0.06,1440,295.855
305,295,0.06,1500,295.968
305,295,0.06,1560,296.082
305,295,0.06,1620,296.195
305,295,0.06,1680,296.307
305,295,0.06,1740,296.42
305,295,0.06,1800,296.531
305,295,0.06,1860,296.641
305,295,0.06,1920,296.751
305,295,0.06,1980,296.86
305,295,0.06,2040,296.967
305,295,0.06,2100,297.074
305,295,0.06,2160,297.179
305,295,0.06,2220,297.283
305,295,0.06,2280,297.386
305,295,0.06,2340,297.489
305,295,0.06,2400,297.589
305,295,0.06,2460,297.689
305,295,0.06,2520,297.787
310,290,0.04,60,290
310,290,0.04,120,290
310,290,0.04,180,290
310,290,0.04,240,290
310,290,0.04,300,290.028
310,290,0.04,360,290.279
310,290,0.04,420,290.497
310,290,0.04,480,291.038
310,290,0.04,540,291.124
310,290,0.04,600,290.827
310,290,0.04,660,290.665
310,290,0.04,720,290.605
310,290,0.04,780,290.58
310,290,0.04,840,290.561
310,290,0.04,900,290.572
310,290,0.04,960,290.596
310,290,0.04,1020,290.618
310,290,0.04,1080,290.641
310,290,0.04,1140,290.683
310,290,0.04,1200,290.743
310,290,0.04,1260,290.82
310,290,0.04,1320,290.904
310,290,0.04,1380,290.995
310,290,0.04,1440,291.122
310,290,0.04,1500,291.287
310,290,0.04,1560,291.498
310,290,0.04,1620,291.667
310,290,0.04,1680,291.846
310,290,0.04,1740,291.981
310,290,0.04,1800,292.12
310,290,0.04,1860,292.284
310,290,0.04,1920,292.323
310,290,0.04,1980,292.364
310,290,0.04,2040,292.422
310,290,0.04,2100,292.504
310,290,0.04,2160,292.549
310,290,0.04,2220,292.718
310,290,0.04,2280,292.725
310,290,0.04,2340,292.983
310,290,0.04,2400,293.106
310,290,0.04,2460,293.119
310,290,0.04,2520,293.251
310,290,0.045,60,290
310,290,0.045,120,290
310,290,0.045,180,290
310,290,0.045,240,290
310,290,0.045,300,290.105
310,290,0.045,360,290.433
310,290,0.045,420,290.915
310,290,0.045,480,291.132
310,290,0.045,540,290.809
310,290,0.045,600,290.638
310,290,0.045,660,290.585
310,290,0.045,720,290.569
310,290,0.045,780,290.557
310,290,0.045,840,290.573
310,290,0.045,900,290.596
310,290,0.045,960,290.614
310,290,0.045,1020,290.638
310,290,0.045,1080,290.685
310,290,0.045,1140,290.753
310,290,0.045,1200,290.835
310,290,0.045,1260,290.929
310,290,0.045,1320,291.08
310,290,0.045,1380,291.283
310,290,0.045,1440,291.529
310,290,0.045,1500,291.748
310,290,0.045,1560,291.933
310,290,0.045,1620,292.009
310,290,0.045,1680,292.136
310,290,0.045,1740,292.178
310,290,0.045,1800,292.284
310,290,0.045,1860,292.397
310,290,0.045,1920,292.494
310,290,0.045,1980,292.621
310,290,0.045,2040,292.621
310,290,0.045,2100,292.794
310,290,0.045,2160,292.683
310,290,0.045,2220,292.956
310,290,0.045,2280,293.118
310,290,0.045,2340,293.432
310,290,0.045,2400,293.267
310,290,0.045,2460,293.564
310,290,0.045,2520,293.548
310,290,0.05,60,290
310,290,0.05,120,290
310,290,0.05,180,290
310,290,0.05,240,290
310,290,0.05,300,290.231
310,290,0.05,360,290.67
310,290,0.05,420,291.186
310,290,0.05,480,290.868
310,290,0.05,540,290.644
310,290,0.05,600,290.576
310,290,0.05,660,290.568
310,290,0.05,720,290.557
310,290,0.05,780,290.57
310,290,0.05,840,290.591
310,290,0.05,900,290.606
310,290,0.05,960,290.63
310,290,0.05,1020,290.677
310,290,0.05,1080,290.75
310,290,0.05,1140,290.85
310,290,0.05,1200,291.001
310,290,0.05,1260,291.227
310,290,0.05,1320,291.442
310,290,0.05,1380,291.634
310,290,0.05,1440,291.841
310,290,0.05,1500,292.041
310,290,0.05,1560,292.148
310,290,0.05,1620,292.182
310,290,0.05,1680,292.424
310,290,0.05,1740,292.439
310,290,0.05,1800,292.523
310,290,0.05,1860,292.612
310,290,0.05,1920,292.701
310,290,0.05,1980,292.67
310,290,0.05,2040,293.013
310,290,0.05,2100,293.071
310,290,0.05,2160,293.13
310,290,0.05,2220,293.537
310,290,0.05,2280,293.509
310,290,0.05,2340,293.757
310,290,0.05,2400,293.566
310,290,0.05,2460,293.731
310,290,0.05,2520,294.004
310,290,0.055,60,290
310,290,0.055,120,290
310,290,0.055,180,290
310,290,0.055,240,290.002
310,290,0.055,300,290.409
310,290,0.055,360,291.047
310,290,0.055,420,291.01
310,290,0.055,480,290.692
310,290,0.055,540,290.576
310,290,0.055,600,290.564
310,290,0.055,660,290.558
310,290,0.055,720,290.564
310,290,0.055,780,290.583
310,290,0.055,840,290.597
310,290,0.055,900,290.617
310,290,0.055,960,290.663
310,290,0.055,1020,290.739
310,290,0.055,1080,290.857
310,290,0.055,1140,291.054
310,290,0.055,1200,291.302
310,290,0.055,1260,291.528
310,290,0.055,1320,291.753
310,290,0.055,1380,291.95
310,290,0.055,1440,292.063
310,290,0.055,1500,292.176
310,290,0.055,1560,292.359
310,290,0.055,1620,292.399
310,290,0.055,1680,292.481
310,290,0.055,1740,292.519
310,290,0.055,1800,292.61
310,290,0.055,1860,292.89
310,290,0.055,1920,292.996
310,290,0.055,1980,293.097
310,290,0.055,2040,292.9
310,290,0.055,2100,293.447
310,290,0.055,2160,293.548
310,290,0.055,2220,293.67
310,290,0.055,2280,294.11
310,290,0.055,2340,294.196
310,290,0.055,2400,294.378
310,290,0.055,2460,294.601
310,290,0.055,2520,294.523
310,290,0.06,60,290
310,290,0.06,120,290
310,290,0.06,180,290
310,290,0.06,240,290.018
310,290,0.06,300,290.634
310,290,0.06,360,291.168
310,290,0.06,420,290.818
310,290,0.06,480,290.601
310,290,0.06,540,290.554
310,290,0.06,600,290.556
310,290,0.06,660,290.554
310,290,0.06,720,290.564
310,290,0.06,780,290.575
310,290,0.06,840,290.588
310,290,0.06,900,290.629
310,290,0.06,960,290.707
310,290,0.06,1020,290.879
310,290,0.06,1080,291.102
310,290,0.06,1140,291.354
310,290,0.06,1200,291.696
310,290,0.06,1260,291.889
310,290,0.06,1320,292.04
310,290,0.06,1380,292.153
310,290,0.06,1440,292.256
310,290,0.06,1500,292.367
310,290,0.06,1560,292.442
310,290,0.06,1620,292.481
310,290,0.06,1680,292.644
310,290,0.06,1740,292.721
310,290,0.06,1800,292.943
310,290,0.06,1860,292.856
310,290,0.06,1920,293.617
310,290,0.06,1980,293.488
310,290,0.06,2040,293.281
310,290,0.06,2100,294.095
310,290,0.06,2160,294.065
310,290,0.06,2220,294.241
310,290,0.06,2280,294.339
310,290,0.06,2340,294.836
310,290,0.06,2400,295.089
310,290,0.06,2460,295.004
310,290,0.06,2520,295.369
310,291,0.04,60,291
310,291,0.04,120,291
310,291,0.04,180,291
310,291,0.04,240,291
310,291,0.04,300,291.264
310,291,0.04,360,291.66
310,291,0.04,420,291.551
310,291,0.04,480,291.406
310,291,0.04,540,291.332
310,291,0.04,600,291.297
310,291,0.04,660,291.28
310,291,0.04,720,291.275
310,291,0.04,780,291.274
310,291,0.04,840,291.28
310,291,0.04,900,291.297
310,291,0.04,960,291.329
310,291,0.04,1020,291.376
310,291,0.04,1080,291.432
310,291,0.04,1140,291.499
310,291,0.04,1200,291.596
310,291,0.04,1260,291.738
310,291,0.04,1320,291.869
310,291,0.04,1380,292.002
310,291,0.04,1440,292.168
310,291,0.04,1500,292.27
310,291,0.04,1560,292.355
310,291,0.04,1620,292.494
310,291,0.04,1680,292.529
310,291,0.04,1740,292.595
310,291,0.04,1800,292.732
310,291,0.04,1860,292.828
310,291,0.04,1920,292.763
310,291,0.04,1980,293.016
310,291,0.04,2040,293.026
310,291,0.04,2100,293.217
310,291,0.04,2160,293.32
310,291,0.04,2220,293.686
310,291,0.04,2280,293.628
310,291,0.04,2340,293.818
310,291,0.04,2400,293.879
310,291,0.04,2460,294.037
310,291,0.04,2520,294.066
310,291,0.045,60,291
310,291,0.045,120,291
310,291,0.045,180,291
310,291,0.045,240,291.004
310,291,0.045,300,291.528
310,291,0.045,360,291.635
310,291,0.045,420,291.455
310,291,0.045,480,291.349
310,291,0.045,540,291.302
310,291,0.045,600,291.281
310,291,0.045,660,291.273
310,291,0.045,720,291.269
310,291,0.045,780,291.272
310,291,0.045,840,291.286
310,291,0.045,900,291.317
310,291,0.045,960,291.365
310,291,0.045,1020,291.43
310,291,0.045,1080,291.525
310,291,0.045,1140,291.654
310,291,0.045,1200,291.831
310,291,0.045,1260,292.008
310,291,0.045,1320,292.152
310,291,0.045,1380,292.286
310,291,0.045,1440,292.389
310,291,0.045,1500,292.455
310,291,0.045,1560,292.589
310,291,0.045,1620,292.649
310,291,0.045,1680,292.705
310,291,0.045,1740,292.698
310,291,0.045,1800,292.906
310,291,0.045,1860,293.118
310,291,0.045,1920,293.068
310,291,0.045,1980,293.072
310,291,0.045,2040,293.386
310,291,0.045,2100,293.703
310,291,0.045,2160,293.662
310,291,0.045,2220,293.876
310,291,0.045,2280,293.984
310,291,0.045,2340,294.169
310,291,0.045,2400,294.224
310,291,0.045,2460,294.609
310,291,0.045,2520,294.346
310,291,0.05,60,291
310,291,0.05,120,291
310,291,0.05,180,291
310,291,0.05,240,291.057
310,291,0.05,300,291.685
310,291,0.05,360,291.559
310,291,0.05,420,291.395
310,291,0.05,480,291.319
310,291,0.05,540,291.288
310,291,0.05,600,291.276
310,291,0.05,660,291.268
310,291,0.05,720,291.268
310,291,0.05,780,291.277
310,291,0.05,840,291.304
310,291,0.05,900,291.351
310,291,0.05,960,291.42
310,291,0.05,1020,291.542
310,291,0.05,1080,291.717
310,291,0.05,1140,291.88
310,291,0.05,1200,292.04
310,291,0.05,1260,292.171
310,291,0.05,1320,292.332
310,291,0.05,1380,292.424
310,291,0.05,1440,292.479
310,291,0.05,1500,292.605
310,291,0.05,1560,292.712
310,291,0.05,1620,292.801
310,291,0.05,1680,292.788
310,291,0.05,1740,293.032
310,291,0.05,1800,293.124
310,291,0.05,1860,293.09
310,291,0.05,1920,293.549
310,291,0.05,1980,293.616
310,291,0.05,2040,293.699
310,291,0.05,2100,293.778
310,291,0.05,2160,294.314
310,291,0.05,2220,294.014
310,291,0.05,2280,294.007
310,291,0.05,2340,294.58
310,291,0.05,2400,294.542
310,291,0.05,2460,294.731
310,291,0.05,2520,294.946
310,291,0.055,60,291
310,291,0.055,120,291
310,291,0.055,180,291
310,291,0.055,240,291.244
310,291,0.055,300,291.704
310,291,0.055,360,291.5
310,291,0.055,420,291.359
310,291,0.055,480,291.302
310,291,0.055,540,291.282
310,291,0.055,600,291.269
310,291,0.055,660,291.264
310,291,0.055,720,291.268
310,291,0.055,780,291.289
310,291,0.055,840,291.331
310,291,0.055,900,291.412
310,291,0.055,960,291.552
310,291,0.055,1020,291.73
310,291,0.055,1080,291.887
310,291,0.055,1140,292.037
310,291,0.055,1200,292.18
310,291,0.055,1260,292.309
310,291,0.055,1320,292.443
310,291,0.055,1380,292.492
310,291,0.055,1440,292.569
310,291,0.055,1500,292.922
310,291,0.055,1560,292.979
310,291,0.055,1620,292.835
310,291,0.055,1680,293.068
310,291,0.055,1740,293.165
310,291,0.055,1800,293.379
310,291,0.055,1860,293.454
310,291,0.055,1920,293.52
310,291,0.055,1980,293.813
310,291,0.055,2040,294.093
310,291,0.055,2100,294.038
310,291,0.055,2160,294.472
310,291,0.055,2220,294.493
310,291,0.055,2280,294.734
310,291,0.055,2340,295.052
310,291,0.055,2400,295.31
310,291,0.055,2460,295.242
310,291,0.055,2520,295.588
310,291,0.06,60,291
310,291,0.06,120,291
310,291,0.06,180,291
310,291,0.06,240,291.475
310,291,0.06,300,291.676
310,291,0.06,360,291.453
310,291,0.06,420,291.335
310,291,0.06,480,291.291
310,291,0.06,540,291.273
310,291,0.06,600,291.262
310,291,0.06,660,291.261
310,291,0.06,720,291.274
310,291,0.06,780,291.309
310,291,0.06,840,291.382
310,291,0.06,900,291.515
310,291,0.06,960,291.725
310,291,0.06,1020,291.916
310,291,0.06,1080,292.097
310,291,0.06,1140,292.232
310,291,0.06,1200,292.29
310,291,0.06,1260,292.423
310,291,0.06,1320,292.618
310,291,0.06,1380,292.738
310,291,0.06,1440,292.879
310,291,0.06,1500,292.85
310,291,0.06,1560,292.984
310,291,0.06,1620,293.302
310,291,0.06,1680,293.383
310,291,0.06,1740,293.769
310,291,0.06,1800,293.717
310,291,0.06,1860,293.711
